CHASSIS_NUMBER,MODEL,YEAR,ENGINE_TYPE,MSRP,RELIABILITY_RATING
VIN02471,T2000,2024,Diesel 6-Cylinder,85000,4
VIN02472,T2000,2022,Diesel 8-Cylinder,85000,4
VIN02473,T8000,2024,Diesel 6-Cylinder,160000,3
VIN02474,T8000,2022,Diesel 8-Cylinder,160000,3
VIN02475,T2000,2022,Diesel 8-Cylinder,85000,4
VIN02476,T4000,2020,Diesel Turbo,110000,4
VIN02477,T2000,2021,Diesel Turbo,85000,4
VIN02478,T2000,2020,Diesel Turbo,85000,4
VIN02479,T2000,2022,Diesel 6-Cylinder,85000,4
VIN02480,T2000,2020,Diesel Turbo,85000,4
VIN02481,T2000,2023,Diesel Turbo,85000,4
VIN02482,T8000,2024,Diesel Turbo,160000,3
VIN02483,T9000,2022,Diesel 6-Cylinder,195000,2
VIN02484,T6000,2024,Diesel 6-Cylinder,135000,3
VIN02485,T9000,2023,Diesel Turbo,195000,2
VIN02486,T4000,2024,Diesel 6-Cylinder,110000,4
VIN02487,T8000,2020,Diesel Turbo,160000,3
VIN02488,T6000,2022,Diesel 8-Cylinder,135000,3
VIN02489,T4000,2022,Diesel 6-Cylinder,110000,4
VIN02490,T6000,2022,Diesel 8-Cylinder,135000,3
VIN02491,T2000,2020,Diesel Turbo,85000,4
VIN02492,T2000,2022,Diesel 6-Cylinder,85000,4
VIN02493,T2000,2024,Diesel 8-Cylinder,85000,4
VIN02494,T8000,2024,Diesel Turbo,160000,3
VIN02495,T9000,2024,Diesel 6-Cylinder,195000,2
VIN02496,T4000,2022,Diesel 6-Cylinder,110000,4
VIN02497,T4000,2024,Diesel 8-Cylinder,110000,4
VIN02498,T4000,2022,Diesel 6-Cylinder,110000,4
VIN02499,T6000,2022,Diesel Turbo,135000,3
VIN02500,T8000,2023,Diesel Turbo,160000,3
VIN02501,T4000,2021,Diesel 8-Cylinder,110000,4
VIN02502,T4000,2024,Diesel Turbo,110000,4
VIN02503,T4000,2024,Diesel 6-Cylinder,110000,4
VIN02504,T8000,2024,Diesel 6-Cylinder,160000,3
VIN02505,T4000,2021,Diesel Turbo,110000,4
VIN02506,T9000,2023,Diesel 8-Cylinder,195000,2
VIN02507,T9000,2024,Diesel Turbo,195000,2
VIN02508,T8000,2023,Diesel Turbo,160000,3
VIN02509,T6000,2020,Diesel Turbo,135000,3
VIN02510,T2000,2023,Diesel 6-Cylinder,85000,4
VIN02511,T2000,2022,Diesel 8-Cylinder,85000,4
VIN02512,T4000,2020,Diesel Turbo,110000,4
VIN02513,T2000,2023,Diesel 8-Cylinder,85000,4
VIN02514,T8000,2021,Diesel 8-Cylinder,160000,3
VIN02515,T6000,2021,Diesel 8-Cylinder,135000,3
VIN02516,T2000,2021,Diesel 6-Cylinder,85000,4
VIN02517,T2000,2022,Diesel 8-Cylinder,85000,4
VIN02518,T4000,2023,Diesel 8-Cylinder,110000,4
VIN02519,T6000,2020,Diesel 6-Cylinder,135000,3
VIN02520,T2000,2021,Diesel 6-Cylinder,85000,4
VIN02521,T2000,2022,Diesel Turbo,85000,4
VIN02522,T4000,2020,Diesel Turbo,110000,4
VIN02523,T4000,2020,Diesel 6-Cylinder,110000,4
VIN02524,T8000,2020,Diesel 8-Cylinder,160000,3
VIN02525,T6000,2020,Diesel 8-Cylinder,135000,3
VIN02526,T8000,2020,Diesel 8-Cylinder,160000,3
VIN02527,T9000,2021,Diesel 6-Cylinder,195000,2
VIN02528,T2000,2024,Diesel 6-Cylinder,85000,4
VIN02529,T4000,2024,Diesel Turbo,110000,4
VIN02530,T2000,2020,Diesel 6-Cylinder,85000,4
VIN02531,T4000,2022,Diesel 8-Cylinder,110000,4
VIN02532,T8000,2023,Diesel Turbo,160000,3
VIN02533,T6000,2023,Diesel 6-Cylinder,135000,3
VIN02534,T2000,2021,Diesel 6-Cylinder,85000,4
VIN02535,T9000,2023,Diesel 8-Cylinder,195000,2
VIN02536,T2000,2024,Diesel 6-Cylinder,85000,4
VIN02537,T4000,2022,Diesel Turbo,110000,4
VIN02538,T9000,2022,Diesel Turbo,195000,2
VIN02539,T4000,2021,Diesel 8-Cylinder,110000,4
VIN02540,T8000,2021,Diesel 8-Cylinder,160000,3
VIN02541,T4000,2022,Diesel 8-Cylinder,110000,4
VIN02542,T2000,2024,Diesel 6-Cylinder,85000,4
VIN02543,T8000,2020,Diesel Turbo,160000,3
VIN02544,T9000,2021,Diesel 8-Cylinder,195000,2
VIN02545,T4000,2022,Diesel Turbo,110000,4
VIN02546,T9000,2022,Diesel Turbo,195000,2
VIN02547,T2000,2021,Diesel 8-Cylinder,85000,4
VIN02548,T4000,2023,Diesel 8-Cylinder,110000,4
VIN02549,T2000,2021,Diesel 8-Cylinder,85000,4
VIN02550,T2000,2021,Diesel 8-Cylinder,85000,4
VIN02551,T6000,2023,Diesel 6-Cylinder,135000,3
VIN02552,T2000,2020,Diesel 8-Cylinder,85000,4
VIN02553,T4000,2023,Diesel 8-Cylinder,110000,4
VIN02554,T6000,2020,Diesel 6-Cylinder,135000,3
VIN02555,T6000,2024,Diesel 6-Cylinder,135000,3
VIN02556,T4000,2024,Diesel Turbo,110000,4
VIN02557,T8000,2022,Diesel 8-Cylinder,160000,3
VIN02558,T6000,2020,Diesel Turbo,135000,3
VIN02559,T6000,2023,Diesel Turbo,135000,3
VIN02560,T2000,2023,Diesel 6-Cylinder,85000,4
VIN02561,T6000,2022,Diesel Turbo,135000,3
VIN02562,T2000,2021,Diesel 6-Cylinder,85000,4
VIN02563,T4000,2021,Diesel Turbo,110000,4
VIN02564,T6000,2022,Diesel 8-Cylinder,135000,3
VIN02565,T4000,2021,Diesel 8-Cylinder,110000,4
VIN02566,T2000,2024,Diesel 8-Cylinder,85000,4
VIN02567,T8000,2021,Diesel 6-Cylinder,160000,3
VIN02568,T4000,2021,Diesel 8-Cylinder,110000,4
VIN02569,T8000,2024,Diesel 6-Cylinder,160000,3
VIN02570,T2000,2020,Diesel Turbo,85000,4
VIN02571,T6000,2021,Diesel 6-Cylinder,135000,3
VIN02572,T9000,2021,Diesel 8-Cylinder,195000,2
VIN02573,T6000,2021,Diesel 6-Cylinder,135000,3
VIN02574,T4000,2023,Diesel Turbo,110000,4
VIN02575,T2000,2020,Diesel 8-Cylinder,85000,4
VIN02576,T2000,2024,Diesel 6-Cylinder,85000,4
VIN02577,T2000,2024,Diesel 8-Cylinder,85000,4
VIN02578,T8000,2023,Diesel Turbo,160000,3
VIN02579,T4000,2021,Diesel Turbo,110000,4
VIN02580,T2000,2022,Diesel 8-Cylinder,85000,4
VIN02581,T6000,2023,Diesel 6-Cylinder,135000,3
VIN02582,T4000,2021,Diesel Turbo,110000,4
VIN02583,T2000,2022,Diesel Turbo,85000,4
VIN02584,T6000,2023,Diesel 6-Cylinder,135000,3
VIN02585,T4000,2021,Diesel 6-Cylinder,110000,4
VIN02586,T2000,2022,Diesel 6-Cylinder,85000,4
VIN02587,T6000,2021,Diesel 8-Cylinder,135000,3
VIN02588,T4000,2023,Diesel 6-Cylinder,110000,4
VIN02589,T2000,2021,Diesel 8-Cylinder,85000,4
VIN02590,T9000,2023,Diesel Turbo,195000,2
VIN02591,T2000,2023,Diesel Turbo,85000,4
VIN02592,T4000,2024,Diesel 8-Cylinder,110000,4
VIN02593,T2000,2024,Diesel 6-Cylinder,85000,4
VIN02594,T2000,2021,Diesel 8-Cylinder,85000,4
VIN02595,T9000,2024,Diesel Turbo,195000,2
VIN02596,T9000,2024,Diesel Turbo,195000,2
VIN02597,T6000,2020,Diesel 6-Cylinder,135000,3
VIN02598,T2000,2024,Diesel 8-Cylinder,85000,4
VIN02599,T2000,2023,Diesel Turbo,85000,4
VIN02600,T4000,2024,Diesel 6-Cylinder,110000,4
VIN02601,T4000,2022,Diesel 6-Cylinder,110000,4
VIN02602,T4000,2022,Diesel 8-Cylinder,110000,4
VIN02603,T2000,2022,Diesel Turbo,85000,4
VIN02604,T4000,2021,Diesel 8-Cylinder,110000,4
VIN02605,T2000,2020,Diesel 6-Cylinder,85000,4
VIN02606,T4000,2022,Diesel Turbo,110000,4
VIN02607,T4000,2023,Diesel 8-Cylinder,110000,4
VIN02608,T9000,2022,Diesel Turbo,195000,2
VIN02609,T8000,2022,Diesel Turbo,160000,3
VIN02610,T2000,2021,Diesel 8-Cylinder,85000,4
VIN02611,T6000,2023,Diesel 6-Cylinder,135000,3
VIN02612,T4000,2023,Diesel 6-Cylinder,110000,4
VIN02613,T2000,2020,Diesel 6-Cylinder,85000,4
VIN02614,T2000,2023,Diesel 8-Cylinder,85000,4
VIN02615,T2000,2023,Diesel 8-Cylinder,85000,4
VIN02616,T2000,2023,Diesel 6-Cylinder,85000,4
VIN02617,T4000,2024,Diesel 8-Cylinder,110000,4
VIN02618,T4000,2020,Diesel Turbo,110000,4
VIN02619,T8000,2020,Diesel 8-Cylinder,160000,3
VIN02620,T2000,2022,Diesel 6-Cylinder,85000,4
VIN02621,T8000,2024,Diesel 8-Cylinder,160000,3
VIN02622,T4000,2024,Diesel 6-Cylinder,110000,4
VIN02623,T4000,2020,Diesel Turbo,110000,4
VIN02624,T8000,2021,Diesel 8-Cylinder,160000,3
VIN02625,T9000,2021,Diesel 8-Cylinder,195000,2
VIN02626,T6000,2022,Diesel 6-Cylinder,135000,3
VIN02627,T2000,2020,Diesel 8-Cylinder,85000,4
VIN02628,T4000,2020,Diesel 8-Cylinder,110000,4
VIN02629,T2000,2020,Diesel 8-Cylinder,85000,4
VIN02630,T8000,2023,Diesel 8-Cylinder,160000,3
VIN02631,T6000,2022,Diesel Turbo,135000,3
VIN02632,T6000,2022,Diesel 6-Cylinder,135000,3
VIN02633,T6000,2023,Diesel 8-Cylinder,135000,3
VIN02634,T9000,2024,Diesel 6-Cylinder,195000,2
VIN02635,T2000,2020,Diesel Turbo,85000,4
VIN02636,T2000,2020,Diesel Turbo,85000,4
VIN02637,T2000,2024,Diesel 8-Cylinder,85000,4
VIN02638,T2000,2022,Diesel 6-Cylinder,85000,4
VIN02639,T2000,2023,Diesel 6-Cylinder,85000,4
VIN02640,T2000,2021,Diesel 6-Cylinder,85000,4
VIN02641,T4000,2023,Diesel 8-Cylinder,110000,4
VIN02642,T6000,2021,Diesel 6-Cylinder,135000,3
VIN02643,T2000,2023,Diesel Turbo,85000,4
VIN02644,T8000,2022,Diesel Turbo,160000,3
VIN02645,T6000,2022,Diesel Turbo,135000,3
VIN02646,T2000,2022,Diesel Turbo,85000,4
VIN02647,T2000,2023,Diesel 8-Cylinder,85000,4
VIN02648,T4000,2024,Diesel Turbo,110000,4
VIN02649,T4000,2023,Diesel 8-Cylinder,110000,4
VIN02650,T6000,2023,Diesel Turbo,135000,3
VIN02651,T4000,2020,Diesel Turbo,110000,4
VIN02652,T2000,2023,Diesel Turbo,85000,4
VIN02653,T2000,2021,Diesel 8-Cylinder,85000,4
VIN02654,T4000,2024,Diesel 6-Cylinder,110000,4
VIN02655,T2000,2023,Diesel 6-Cylinder,85000,4
VIN02656,T9000,2023,Diesel 8-Cylinder,195000,2
VIN02657,T2000,2021,Diesel Turbo,85000,4
VIN02658,T9000,2021,Diesel Turbo,195000,2
VIN02659,T4000,2024,Diesel 6-Cylinder,110000,4
VIN02660,T4000,2020,Diesel Turbo,110000,4
VIN02661,T2000,2023,Diesel 8-Cylinder,85000,4
VIN02662,T2000,2024,Diesel 8-Cylinder,85000,4
VIN02663,T4000,2024,Diesel 6-Cylinder,110000,4
VIN02664,T8000,2020,Diesel 6-Cylinder,160000,3
VIN02665,T6000,2023,Diesel 6-Cylinder,135000,3
VIN02666,T8000,2023,Diesel 6-Cylinder,160000,3
VIN02667,T2000,2022,Diesel 8-Cylinder,85000,4
VIN02668,T4000,2023,Diesel Turbo,110000,4
VIN02669,T4000,2022,Diesel 8-Cylinder,110000,4
VIN02670,T9000,2021,Diesel 6-Cylinder,195000,2
VIN02671,T2000,2024,Diesel 8-Cylinder,85000,4
VIN02672,T8000,2020,Diesel 8-Cylinder,160000,3
VIN02673,T4000,2020,Diesel 8-Cylinder,110000,4
VIN02674,T2000,2021,Diesel Turbo,85000,4
VIN02675,T4000,2023,Diesel Turbo,110000,4
VIN02676,T9000,2024,Diesel Turbo,195000,2
VIN02677,T4000,2024,Diesel Turbo,110000,4
VIN02678,T4000,2023,Diesel 8-Cylinder,110000,4
VIN02679,T2000,2021,Diesel 6-Cylinder,85000,4
VIN02680,T2000,2020,Diesel Turbo,85000,4
VIN02681,T9000,2020,Diesel 6-Cylinder,195000,2
VIN02682,T4000,2021,Diesel Turbo,110000,4
VIN02683,T2000,2024,Diesel 6-Cylinder,85000,4
VIN02684,T2000,2023,Diesel 6-Cylinder,85000,4
VIN02685,T4000,2020,Diesel 6-Cylinder,110000,4
VIN02686,T2000,2021,Diesel Turbo,85000,4
VIN02687,T6000,2023,Diesel 8-Cylinder,135000,3
VIN02688,T2000,2023,Diesel Turbo,85000,4
VIN02689,T2000,2022,Diesel Turbo,85000,4
VIN02690,T8000,2023,Diesel 6-Cylinder,160000,3
VIN02691,T2000,2020,Diesel Turbo,85000,4
VIN02692,T8000,2023,Diesel 8-Cylinder,160000,3
VIN02693,T8000,2024,Diesel Turbo,160000,3
VIN02694,T6000,2022,Diesel 6-Cylinder,135000,3
VIN02695,T4000,2023,Diesel Turbo,110000,4
VIN02696,T4000,2024,Diesel Turbo,110000,4
VIN02697,T9000,2023,Diesel 6-Cylinder,195000,2
VIN02698,T6000,2024,Diesel 6-Cylinder,135000,3
VIN02699,T4000,2022,Diesel Turbo,110000,4
VIN02700,T2000,2023,Diesel 8-Cylinder,85000,4
VIN02701,T2000,2024,Diesel Turbo,85000,4
VIN02702,T2000,2023,Diesel 6-Cylinder,85000,4
VIN02703,T2000,2021,Diesel 8-Cylinder,85000,4
VIN02704,T2000,2021,Diesel Turbo,85000,4
VIN02705,T2000,2022,Diesel Turbo,85000,4
VIN02706,T8000,2023,Diesel 6-Cylinder,160000,3
VIN02707,T8000,2023,Diesel 8-Cylinder,160000,3
VIN02708,T8000,2022,Diesel 8-Cylinder,160000,3
VIN02709,T8000,2021,Diesel Turbo,160000,3
VIN02710,T2000,2020,Diesel Turbo,85000,4
VIN02711,T4000,2021,Diesel 6-Cylinder,110000,4
VIN02712,T2000,2023,Diesel 6-Cylinder,85000,4
VIN02713,T8000,2023,Diesel 8-Cylinder,160000,3
VIN02714,T2000,2024,Diesel 6-Cylinder,85000,4
VIN02715,T9000,2022,Diesel 8-Cylinder,195000,2
VIN02716,T4000,2021,Diesel 6-Cylinder,110000,4
VIN02717,T8000,2024,Diesel 6-Cylinder,160000,3
VIN02718,T8000,2022,Diesel 8-Cylinder,160000,3
VIN02719,T2000,2021,Diesel 6-Cylinder,85000,4
VIN02720,T4000,2023,Diesel 8-Cylinder,110000,4
VIN02721,T9000,2022,Diesel 6-Cylinder,195000,2
VIN02722,T8000,2024,Diesel 8-Cylinder,160000,3
VIN02723,T8000,2024,Diesel Turbo,160000,3
VIN02724,T6000,2020,Diesel 8-Cylinder,135000,3
VIN02725,T8000,2020,Diesel 6-Cylinder,160000,3
VIN02726,T8000,2024,Diesel 6-Cylinder,160000,3
VIN02727,T8000,2020,Diesel Turbo,160000,3
VIN02728,T2000,2020,Diesel 6-Cylinder,85000,4
VIN02729,T9000,2021,Diesel Turbo,195000,2
VIN02730,T2000,2023,Diesel Turbo,85000,4
VIN02731,T4000,2020,Diesel 6-Cylinder,110000,4
VIN02732,T6000,2022,Diesel 6-Cylinder,135000,3
VIN02733,T2000,2021,Diesel 8-Cylinder,85000,4
VIN02734,T9000,2020,Diesel 6-Cylinder,195000,2
VIN02735,T8000,2023,Diesel 8-Cylinder,160000,3
VIN02736,T2000,2021,Diesel 6-Cylinder,85000,4
VIN02737,T2000,2023,Diesel 8-Cylinder,85000,4
VIN02738,T6000,2021,Diesel 6-Cylinder,135000,3
VIN02739,T8000,2024,Diesel 8-Cylinder,160000,3
VIN02740,T8000,2021,Diesel 8-Cylinder,160000,3
VIN02741,T4000,2023,Diesel 8-Cylinder,110000,4
VIN02742,T9000,2024,Diesel Turbo,195000,2
VIN02743,T4000,2020,Diesel 8-Cylinder,110000,4
VIN02744,T2000,2020,Diesel Turbo,85000,4
VIN02745,T8000,2020,Diesel 6-Cylinder,160000,3
VIN02746,T2000,2023,Diesel 6-Cylinder,85000,4
VIN02747,T4000,2023,Diesel 6-Cylinder,110000,4
VIN02748,T6000,2021,Diesel Turbo,135000,3
VIN02749,T2000,2024,Diesel 8-Cylinder,85000,4
VIN02750,T4000,2024,Diesel 8-Cylinder,110000,4
VIN02751,T6000,2022,Diesel 8-Cylinder,135000,3
VIN02752,T2000,2022,Diesel Turbo,85000,4
VIN02753,T6000,2021,Diesel Turbo,135000,3
VIN02754,T4000,2021,Diesel Turbo,110000,4
VIN02755,T6000,2024,Diesel Turbo,135000,3
VIN02756,T4000,2022,Diesel Turbo,110000,4
VIN02757,T4000,2021,Diesel 8-Cylinder,110000,4
VIN02758,T2000,2024,Diesel 8-Cylinder,85000,4
VIN02759,T4000,2021,Diesel Turbo,110000,4
VIN02760,T9000,2022,Diesel 6-Cylinder,195000,2
VIN02761,T2000,2024,Diesel 8-Cylinder,85000,4
VIN02762,T4000,2021,Diesel 6-Cylinder,110000,4
VIN02763,T2000,2024,Diesel Turbo,85000,4
VIN02764,T2000,2022,Diesel Turbo,85000,4
VIN02765,T4000,2024,Diesel 6-Cylinder,110000,4
VIN02766,T6000,2022,Diesel 8-Cylinder,135000,3
VIN02767,T6000,2022,Diesel 6-Cylinder,135000,3
VIN02768,T2000,2020,Diesel 8-Cylinder,85000,4
VIN02769,T2000,2020,Diesel 8-Cylinder,85000,4
VIN02770,T2000,2021,Diesel Turbo,85000,4
VIN02771,T9000,2024,Diesel Turbo,195000,2
VIN02772,T8000,2024,Diesel Turbo,160000,3
VIN02773,T2000,2022,Diesel 8-Cylinder,85000,4
VIN02774,T6000,2024,Diesel Turbo,135000,3
VIN02775,T2000,2023,Diesel Turbo,85000,4
VIN02776,T6000,2020,Diesel 8-Cylinder,135000,3
VIN02777,T4000,2021,Diesel 8-Cylinder,110000,4
VIN02778,T4000,2021,Diesel Turbo,110000,4
VIN02779,T4000,2023,Diesel 6-Cylinder,110000,4
VIN02780,T2000,2023,Diesel 6-Cylinder,85000,4
VIN02781,T4000,2023,Diesel 6-Cylinder,110000,4
VIN02782,T4000,2024,Diesel 8-Cylinder,110000,4
VIN02783,T4000,2024,Diesel 8-Cylinder,110000,4
VIN02784,T8000,2024,Diesel 8-Cylinder,160000,3
VIN02785,T6000,2023,Diesel Turbo,135000,3
VIN02786,T9000,2023,Diesel Turbo,195000,2
VIN02787,T9000,2021,Diesel 6-Cylinder,195000,2
VIN02788,T4000,2023,Diesel Turbo,110000,4
VIN02789,T4000,2024,Diesel Turbo,110000,4
VIN02790,T2000,2021,Diesel 8-Cylinder,85000,4
VIN02791,T4000,2021,Diesel Turbo,110000,4
VIN02792,T4000,2020,Diesel Turbo,110000,4
VIN02793,T8000,2020,Diesel 6-Cylinder,160000,3
VIN02794,T4000,2022,Diesel 6-Cylinder,110000,4
VIN02795,T4000,2020,Diesel 8-Cylinder,110000,4
VIN02796,T2000,2022,Diesel 8-Cylinder,85000,4
VIN02797,T2000,2020,Diesel 6-Cylinder,85000,4
VIN02798,T2000,2024,Diesel 8-Cylinder,85000,4
VIN02799,T2000,2022,Diesel 8-Cylinder,85000,4
VIN02800,T2000,2023,Diesel 6-Cylinder,85000,4
VIN02801,T2000,2022,Diesel 6-Cylinder,85000,4
VIN02802,T8000,2023,Diesel 8-Cylinder,160000,3
VIN02803,T4000,2024,Diesel 8-Cylinder,110000,4
VIN02804,T9000,2023,Diesel 8-Cylinder,195000,2
VIN02805,T8000,2024,Diesel 6-Cylinder,160000,3
VIN02806,T8000,2024,Diesel Turbo,160000,3
VIN02807,T4000,2023,Diesel Turbo,110000,4
VIN02808,T4000,2022,Diesel 6-Cylinder,110000,4
VIN02809,T8000,2024,Diesel 8-Cylinder,160000,3
VIN02810,T4000,2023,Diesel 8-Cylinder,110000,4
VIN02811,T4000,2023,Diesel Turbo,110000,4
VIN02812,T2000,2020,Diesel 6-Cylinder,85000,4
VIN02813,T6000,2024,Diesel Turbo,135000,3
VIN02814,T8000,2022,Diesel Turbo,160000,3
VIN02815,T6000,2024,Diesel 6-Cylinder,135000,3
VIN02816,T2000,2024,Diesel Turbo,85000,4
VIN02817,T4000,2020,Diesel Turbo,110000,4
VIN02818,T4000,2023,Diesel Turbo,110000,4
VIN02819,T8000,2020,Diesel Turbo,160000,3
VIN02820,T9000,2021,Diesel 6-Cylinder,195000,2
VIN02821,T2000,2021,Diesel 6-Cylinder,85000,4
VIN02822,T8000,2024,Diesel 8-Cylinder,160000,3
VIN02823,T2000,2024,Diesel Turbo,85000,4
VIN02824,T2000,2024,Diesel 6-Cylinder,85000,4
VIN02825,T4000,2020,Diesel 8-Cylinder,110000,4
VIN02826,T4000,2023,Diesel 6-Cylinder,110000,4
VIN02827,T8000,2022,Diesel 8-Cylinder,160000,3
VIN02828,T2000,2020,Diesel 6-Cylinder,85000,4
VIN02829,T4000,2022,Diesel 6-Cylinder,110000,4
VIN02830,T2000,2020,Diesel 6-Cylinder,85000,4
VIN02831,T2000,2023,Diesel Turbo,85000,4
VIN02832,T2000,2024,Diesel 8-Cylinder,85000,4
VIN02833,T2000,2020,Diesel 8-Cylinder,85000,4
VIN02834,T4000,2022,Diesel 6-Cylinder,110000,4
VIN02835,T4000,2022,Diesel 8-Cylinder,110000,4
VIN02836,T4000,2020,Diesel 6-Cylinder,110000,4
VIN02837,T2000,2024,Diesel Turbo,85000,4
VIN02838,T2000,2024,Diesel Turbo,85000,4
VIN02839,T4000,2020,Diesel 8-Cylinder,110000,4
VIN02840,T2000,2023,Diesel Turbo,85000,4
VIN02841,T4000,2023,Diesel 6-Cylinder,110000,4
VIN02842,T4000,2021,Diesel 6-Cylinder,110000,4
VIN02843,T2000,2024,Diesel Turbo,85000,4
VIN02844,T2000,2024,Diesel Turbo,85000,4
VIN02845,T8000,2022,Diesel Turbo,160000,3
VIN02846,T4000,2020,Diesel Turbo,110000,4
VIN02847,T4000,2021,Diesel 8-Cylinder,110000,4
VIN02848,T4000,2021,Diesel 6-Cylinder,110000,4
VIN02849,T4000,2023,Diesel Turbo,110000,4
VIN02850,T4000,2020,Diesel 8-Cylinder,110000,4
VIN02851,T9000,2024,Diesel 8-Cylinder,195000,2
VIN02852,T6000,2021,Diesel 6-Cylinder,135000,3
VIN02853,T2000,2023,Diesel 8-Cylinder,85000,4
VIN02854,T4000,2023,Diesel 8-Cylinder,110000,4
VIN02855,T8000,2021,Diesel Turbo,160000,3
VIN02856,T8000,2022,Diesel 6-Cylinder,160000,3
VIN02857,T2000,2024,Diesel Turbo,85000,4
VIN02858,T2000,2020,Diesel 8-Cylinder,85000,4
VIN02859,T6000,2021,Diesel Turbo,135000,3
VIN02860,T4000,2022,Diesel 8-Cylinder,110000,4
VIN02861,T2000,2024,Diesel 8-Cylinder,85000,4
VIN02862,T8000,2022,Diesel Turbo,160000,3
VIN02863,T2000,2023,Diesel 8-Cylinder,85000,4
VIN02864,T2000,2022,Diesel 8-Cylinder,85000,4
VIN02865,T2000,2024,Diesel 8-Cylinder,85000,4
VIN02866,T2000,2021,Diesel Turbo,85000,4
VIN02867,T9000,2024,Diesel 8-Cylinder,195000,2
VIN02868,T2000,2020,Diesel Turbo,85000,4
VIN02869,T2000,2024,Diesel Turbo,85000,4
VIN02870,T6000,2023,Diesel Turbo,135000,3
VIN02871,T2000,2020,Diesel Turbo,85000,4
VIN02872,T2000,2023,Diesel Turbo,85000,4
VIN02873,T2000,2023,Diesel Turbo,85000,4
VIN02874,T4000,2021,Diesel Turbo,110000,4
VIN02875,T9000,2020,Diesel 8-Cylinder,195000,2
VIN02876,T4000,2021,Diesel 8-Cylinder,110000,4
VIN02877,T2000,2020,Diesel 8-Cylinder,85000,4
VIN02878,T6000,2022,Diesel 6-Cylinder,135000,3
VIN02879,T2000,2024,Diesel Turbo,85000,4
VIN02880,T2000,2021,Diesel 6-Cylinder,85000,4
VIN02881,T9000,2022,Diesel 6-Cylinder,195000,2
VIN02882,T2000,2024,Diesel 6-Cylinder,85000,4
VIN02883,T2000,2023,Diesel 6-Cylinder,85000,4
VIN02884,T8000,2024,Diesel Turbo,160000,3
VIN02885,T4000,2024,Diesel 6-Cylinder,110000,4
VIN02886,T6000,2024,Diesel Turbo,135000,3
VIN02887,T6000,2024,Diesel 6-Cylinder,135000,3
VIN02888,T2000,2021,Diesel Turbo,85000,4
VIN02889,T2000,2022,Diesel Turbo,85000,4
VIN02890,T8000,2024,Diesel Turbo,160000,3
VIN02891,T8000,2021,Diesel Turbo,160000,3
VIN02892,T2000,2024,Diesel Turbo,85000,4
VIN02893,T2000,2024,Diesel 8-Cylinder,85000,4
VIN02894,T2000,2023,Diesel Turbo,85000,4
VIN02895,T6000,2020,Diesel 8-Cylinder,135000,3
VIN02896,T4000,2023,Diesel 8-Cylinder,110000,4
VIN02897,T2000,2024,Diesel 8-Cylinder,85000,4
VIN02898,T4000,2024,Diesel 6-Cylinder,110000,4
VIN02899,T8000,2021,Diesel 6-Cylinder,160000,3
VIN02900,T2000,2023,Diesel Turbo,85000,4
VIN02901,T4000,2020,Diesel 8-Cylinder,110000,4
VIN02902,T2000,2020,Diesel Turbo,85000,4
VIN02903,T8000,2021,Diesel Turbo,160000,3
VIN02904,T4000,2020,Diesel 6-Cylinder,110000,4
VIN02905,T2000,2022,Diesel 8-Cylinder,85000,4
VIN02906,T2000,2020,Diesel 6-Cylinder,85000,4
VIN02907,T4000,2020,Diesel Turbo,110000,4
VIN02908,T8000,2022,Diesel 8-Cylinder,160000,3
VIN02909,T2000,2023,Diesel 6-Cylinder,85000,4
VIN02910,T9000,2020,Diesel 8-Cylinder,195000,2
VIN02911,T4000,2021,Diesel 6-Cylinder,110000,4
VIN02912,T8000,2024,Diesel 8-Cylinder,160000,3
VIN02913,T8000,2023,Diesel Turbo,160000,3
VIN02914,T2000,2020,Diesel 6-Cylinder,85000,4
VIN02915,T4000,2020,Diesel 6-Cylinder,110000,4
VIN02916,T2000,2023,Diesel 6-Cylinder,85000,4
VIN02917,T2000,2023,Diesel 6-Cylinder,85000,4
VIN02918,T2000,2020,Diesel Turbo,85000,4
VIN02919,T2000,2023,Diesel 8-Cylinder,85000,4
VIN02920,T2000,2023,Diesel 6-Cylinder,85000,4
VIN02921,T8000,2024,Diesel 6-Cylinder,160000,3
VIN02922,T4000,2023,Diesel 8-Cylinder,110000,4
VIN02923,T8000,2024,Diesel 6-Cylinder,160000,3
VIN02924,T2000,2020,Diesel 8-Cylinder,85000,4
VIN02925,T4000,2024,Diesel 6-Cylinder,110000,4
VIN02926,T2000,2020,Diesel Turbo,85000,4
VIN02927,T6000,2024,Diesel 6-Cylinder,135000,3
VIN02928,T9000,2021,Diesel Turbo,195000,2
VIN02929,T4000,2022,Diesel 8-Cylinder,110000,4
VIN02930,T4000,2024,Diesel 8-Cylinder,110000,4
VIN02931,T2000,2021,Diesel 6-Cylinder,85000,4
VIN02932,T2000,2022,Diesel Turbo,85000,4
VIN02933,T4000,2022,Diesel 8-Cylinder,110000,4
VIN02934,T4000,2024,Diesel 6-Cylinder,110000,4
VIN02935,T2000,2022,Diesel Turbo,85000,4
VIN02936,T2000,2022,Diesel 6-Cylinder,85000,4
VIN02937,T4000,2021,Diesel 6-Cylinder,110000,4
VIN02938,T2000,2024,Diesel 6-Cylinder,85000,4
VIN02939,T4000,2021,Diesel 6-Cylinder,110000,4
VIN02940,T6000,2021,Diesel 6-Cylinder,135000,3
